Shyr,Name,Emotion 1,Emotion 2
پڑی  رہنے  دو  انسانوں  کی  لاشیں  زمیں  کا  بوجھ  ہلکا  کیوں  کریں  ہم ,جون ایلیا,,
یہ  بستی  ہے  مسلمانوں  کی  بستی  یہاں  کار  مسیحا  کیوں  کریں  ہم ,جون ایلیا,,
کتنے  عیش  سے  رہتے  ہوں  گے  کتنے  اتراتے  ہوں  گے  جانے  کیسے  لوگ  وہ  ہوں  گے  جو  اس  کو  بھاتے  ہوں  گے ,جون ایلیا,,
شام  ہوئے  خوش  باش  یہاں  کے  میرے  پاس  آ  جاتے  ہیں  میرے  بجھنے  کا  نظارہ  کرنے  آ  جاتے  ہوں  گے ,جون ایلیا,,
وہ  جو  نہ  آنے  والا  ہے  نا  اس  سے  مجھ  کو  مطلب  تھا  آنے  والوں  سے  کیا  مطلب  آتے  ہیں  آتے  ہوں  گے ,جون ایلیا,,
اس  کی  یاد  کی  باد  صبا  میں  اور  تو  کیا  ہوتا  ہوگا  یوں  ہی  میرے  بال  ہیں  بکھرے  اور  بکھر  جاتے  ہوں  گے ,جون ایلیا,,
یارو  کچھ  تو  ذکر  کرو  تم  اس  کی  قیامت  بانہوں  کا  وہ  جو  سمٹتے  ہوں  گے  ان  میں  وہ  تو  مر  جاتے  ہوں  گے ,جون ایلیا,,
میرا  سانس  اکھڑتے  ہی  سب  بین  کریں  گے  روئیں  گے  یعنی  میرے  بعد  بھی  یعنی  سانس  لیے  جاتے  ہوں  گے ,جون ایلیا,,
بے  قراری  سی  بے  قراری  ہے  وصل  ہے  اور  فراق  طاری  ہے ,جون ایلیا,,
جو  گزاری  نہ  جا  سکی  ہم  سے  ہم  نے  وہ  زندگی  گزاری  ہے ,جون ایلیا,,
نگھرے  کیا  ہوئے  کہ  لوگوں  پر  اپنا  سایہ  بھی  اب  تو  بھاری  ہے ,جون ایلیا,,
بن  تمہارے  کبھی  نہیں  آئی  کیا  مری  نیند  بھی  تمہاری  ہے ,جون ایلیا,,
آپ  میں  کیسے  آؤں  میں  تجھ  بن  سانس  جو  چل  رہی  ہے  آری  ہے ,جون ایلیا,,
اس  سے  کہیو  کہ  دل  کی  گلیوں  میں  رات  دن  تیری  انتظاری  ہے ,جون ایلیا,,
ہجر  ہو  یا  وصال  ہو  کچھ  ہو  ہم  ہیں  اور  اس  کی  یادگاری  ہے ,جون ایلیا,,
اک  مہک  سمت  دل  سے  آئی  تھی  میں  یہ  سمجھا  تری  سواری  ہے ,جون ایلیا,,
حادثوں  کا  حساب  ہے  اپنا  ورنہ  ہر  آن  سب  کی  باری  ہے ,جون ایلیا,,
خوش  رہے  تو  کہ  زندگی  اپنی  عمر  بھر  کی  امیدواری  ہے ,جون ایلیا,,
حالت  حال  کے  سبب  حالت  حال  ہی  گئی  شوق  میں  کچھ  نہیں  گیا  شوق  کی  زندگی  گئی ,جون ایلیا,,
تیرا  فراق  جان  جاں  عیش  تھا  کیا  مرے  لیے  یعنی  ترے  فراق  میں  خوب  شراب  پی  گئی ,جون ایلیا,,
تیرے  وصال  کے  لیے  اپنے  کمال  کے  لیے  حالت  دل  کہ  تھی  خراب  اور  خراب  کی  گئی ,جون ایلیا,,
اس  کی  امید  ناز  کا  ہم  سے  یہ  مان  تھا  کہ  آپ  عمر  گزار  دیجیے  عمر  گزار  دی  گئی ,جون ایلیا,,
ایک  ہی  حادثہ  تو  ہے  اور  وہ  یہ  کہ  آج  تک  بات  نہیں  کہی  گئی  بات  نہیں  سنی  گئی ,جون ایلیا,,
بعد  بھی  تیرے  جان  جاں  دل  میں  رہا  عجب  سماں  یاد  رہی  تری  یہاں  پھر  تری  یاد  بھی  گئی ,جون ایلیا,,
اس  کے  بدن  کو  دی  نمود  ہم  نے  سخن  میں  اور  پھر  اس  کے  بدن  کے  واسطے  ایک  قبا  بھی  سی  گئی ,جون ایلیا,,
مینا  بہ  مینا  مے  بہ  مے  جام  بہ  جام  جم  بہ  جم  ناف  پیالے  کی  ترے  یاد  عجب  سہی  گئی ,جون ایلیا,,
کہنی  ہے  مجھ  کو  ایک  بات  آپ  سے  یعنی  آپ  سے  آپ  کے  شہر  وصل  میں  لذت  ہجر  بھی  گئی ,جون ایلیا,,
صحن  خیال  یار  میں  کی  نہ  بسر  شب  فراق  جب  سے  وہ  چاندنا  گیا  جب  سے  وہ  چاندنی  گئی ,جون ایلیا,,
بے  دلی  کیا  یوں  ہی  دن  گزر  جائیں  گے  صرف  زندہ  رہے  ہم  تو  مر  جائیں  گے ,جون ایلیا,,
رقص  ہے  رنگ  پر  رنگ  ہم  رقص  ہیں  سب  بچھڑ  جائیں  گے  سب  بکھر  جائیں  گے ,جون ایلیا,,
یہ  خراباتیان  خرد  باختہ  صبح  ہوتے  ہی  سب  کام  پر  جائیں  گے ,جون ایلیا,,
کتنی  دل  کش  ہو  تم  کتنا  دلجو  ہوں  میں  کیا  ستم  ہے  کہ  ہم  لوگ  مر  جائیں  گے ,جون ایلیا,,
ہے  غنیمت  کہ  اسرار  ہستی  سے  ہم  بے  خبر  آئے  ہیں  بے  خبر  جائیں  گے ,جون ایلیا,,
ٹھیک  ہے  خود  کو  ہم  بدلتے  ہیں  شکریہ  مشورت  کا  چلتے  ہیں ,جون ایلیا,,
ہو  رہا  ہوں  میں  کس  طرح  برباد  دیکھنے  والے  ہاتھ  ملتے  ہیں ,جون ایلیا,,
ہے  وہ  جان  اب  ہر  ایک  محفل  کی  ہم  بھی  اب  گھر  سے  کم  نکلتے  ہیں ,جون ایلیا,,
کیا  تکلف  کریں  یہ  کہنے  میں  جو  بھی  خوش  ہے  ہم  اس  سے  جلتے  ہیں ,جون ایلیا,,
ہے  اسے  دور  کا  سفر  در  پیش  ہم  سنبھالے  نہیں  سنبھلتے  ہیں ,جون ایلیا,,
تم  بنو  رنگ  تم  بنو  خوشبو  ہم  تو  اپنے  سخن  میں  ڈھلتے  ہیں ,جون ایلیا,,
میں  اسی  طرح  تو  بہلتا  ہوں  اور  سب  جس  طرح  بہلتے  ہیں ,جون ایلیا,,
ہے  عجب  فیصلے  کا  صحرا  بھی  چل  نہ  پڑیے  تو  پاؤں  جلتے  ہیں ,جون ایلیا,,
اپنے  سب  یار  کام  کر  رہے  ہیں  اور  ہم  ہیں  کہ  نام  کر  رہے  ہیں ,جون ایلیا,,
تیغ  بازی  کا  شوق  اپنی  جگہ  آپ  تو  قتل  عام  کر  رہے  ہیں ,جون ایلیا,,
داد  و  تحسین  کا  یہ  شور  ہے  کیوں  ہم  تو  خود  سے  کلام  کر  رہے  ہیں ,جون ایلیا,,
ہم  ہیں  مصروف  انتظام  مگر  جانے  کیا  انتظام  کر  رہے  ہیں ,جون ایلیا,,
ہے  وہ  بے  چارگی  کا  حال  کہ  ہم  ہر  کسی  کو  سلام  کر  رہے  ہیں ,جون ایلیا,,
ایک  قتالہ  چاہیے  ہم  کو  ہم  یہ  اعلان  عام  کر  رہے  ہیں ,جون ایلیا,,
کیا  بھلا  ساغر  سفال  کہ  ہم  ناف  پیالے  کو  جام  کر  رہے  ہیں ,جون ایلیا,,
ہم  تو  آئے  تھے  عرض  مطلب  کو  اور  وہ  احترام  کر  رہے  ہیں ,جون ایلیا,,
نہ  اٹھے  آہ  کا  دھواں  بھی  کہ  وہ  کوئے  دل  میں  خرام  کر  رہے  ہیں ,جون ایلیا,,
اس  کے  ہونٹوں  پہ  رکھ  کے  ہونٹ  اپنے  بات  ہی  ہم  تمام  کر  رہے  ہیں ,جون ایلیا,,
ہم  عجب  ہیں  کہ  اس  کے  کوچے  میں  بے  سبب  دھوم  دھام  کر  رہے  ہیں ,جون ایلیا,,
تمہارا  ہجر  منا  لوں  اگر  اجازت  ہو  میں  دل  کسی  سے  لگا  لوں  اگر  اجازت  ہو ,جون ایلیا,,
تمہارے  بعد  بھلا  کیا  ہیں  وعدہ  و  پیماں  بس  اپنا  وقت  گنوا  لوں  اگر  اجازت  ہو ,جون ایلیا,,
تمہارے  ہجر  کی  شب  ہائے  کار  میں  جاناں  کوئی  چراغ  جلا  لوں  اگر  اجازت  ہو ,جون ایلیا,,
جنوں  وہی  ہے  وہی  میں  مگر  ہے  شہر  نیا  یہاں  بھی  شور  مچا  لوں  اگر  اجازت  ہو ,جون ایلیا,,
کسے  ہے  خواہش  مرہم  گری  مگر  پھر  بھی  میں  اپنے  زخم  دکھا  لوں  اگر  اجازت  ہو ,جون ایلیا,,
تمہاری  یاد  میں  جینے  کی  آرزو  ہے  ابھی  کچھ  اپنا  حال  سنبھالوں  اگر  اجازت  ہو ,جون ایلیا,,
گاہے  گاہے  بس  اب  یہی  ہو  کیا  تم  سے  مل  کر  بہت  خوشی  ہو  کیا ,جون ایلیا,,
مل  رہی  ہو  بڑے  تپاک  کے  ساتھ  مجھ  کو  یکسر  بھلا  چکی  ہو  کیا ,جون ایلیا,,
یاد  ہیں  اب  بھی  اپنے  خواب  تمہیں  مجھ  سے  مل  کر  اداس  بھی  ہو  کیا ,جون ایلیا,,
بس  مجھے  یوں  ہی  اک  خیال  آیا  سوچتی  ہو  تو  سوچتی  ہو  کیا ,جون ایلیا,,
اب  مری  کوئی  زندگی  ہی  نہیں  اب  بھی  تم  میری  زندگی  ہو  کیا ,جون ایلیا,,
کیا  کہا  عشق  جاودانی  ہے!  آخری  بار  مل  رہی  ہو  کیا ,جون ایلیا,,
ہاں  فضا  یاں  کی  سوئی  سوئی  سی  ہے  تو  بہت  تیز  روشنی  ہو  کیا ,جون ایلیا,,
میرے  سب  طنز  بے  اثر  ہی  رہے  تم  بہت  دور  جا  چکی  ہو  کیا ,جون ایلیا,,
دل  میں  اب  سوز  انتظار  نہیں  شمع  امید  بجھ  گئی  ہو  کیا ,جون ایلیا,,
اس  سمندر  پہ  تشنہ  کام  ہوں  میں  بان  تم  اب  بھی  بہہ  رہی  ہو  کیا ,جون ایلیا,,
سر  ہی  اب  پھوڑیے  ندامت  میں  نیند  آنے  لگی  ہے  فرقت  میں ,جون ایلیا,,
ہیں  دلیلیں  ترے  خلاف  مگر  سوچتا  ہوں  تری  حمایت  میں ,جون ایلیا,,
روح  نے  عشق  کا  فریب  دیا  جسم  کو  جسم  کی  عداوت  میں ,جون ایلیا,,
اب  فقط  عادتوں  کی  ورزش  ہے  روح  شامل  نہیں  شکایت  میں ,جون ایلیا,,
عشق  کو  درمیاں  نہ  لاؤ  کہ  میں  چیختا  ہوں  بدن  کی  عسرت  میں ,جون ایلیا,,
یہ  کچھ  آسان  تو  نہیں  ہے  کہ  ہم  روٹھتے  اب  بھی  ہیں  مروت  میں ,جون ایلیا,,
وہ  جو  تعمیر  ہونے  والی  تھی  لگ  گئی  آگ  اس  عمارت  میں ,جون ایلیا,,
زندگی  کس  طرح  بسر  ہوگی  دل  نہیں  لگ  رہا  محبت  میں ,جون ایلیا,,
حاصل  کن  ہے  یہ  جہان  خراب  یہی  ممکن  تھا  اتنی  عجلت  میں ,جون ایلیا,,
پھر  بنایا  خدا  نے  آدم  کو  اپنی  صورت  پہ  ایسی  صورت  میں ,جون ایلیا,,
اور  پھر  آدمی  نے  غور  کیا  چھپکلی  کی  لطیف  صنعت  میں ,جون ایلیا,,
اے  خدا  جو  کہیں  نہیں  موجود  کیا  لکھا  ہے  ہماری  قسمت  میں ,جون ایلیا,,
اک  ہنر  ہے  جو  کر  گیا  ہوں  میں  سب  کے  دل  سے  اتر  گیا  ہوں  میں ,جون ایلیا,,
کیسے  اپنی  ہنسی  کو  ضبط  کروں  سن  رہا  ہوں  کہ  گھر  گیا  ہوں  میں ,جون ایلیا,,
کیا  بتاؤں  کہ  مر  نہیں  پاتا  جیتے  جی  جب  سے  مر  گیا  ہوں  میں ,جون ایلیا,,
اب  ہے  بس  اپنا  سامنا  در  پیش  ہر  کسی  سے  گزر  گیا  ہوں  میں ,جون ایلیا,,
وہی  ناز  و  ادا  وہی  غمزے  سر  بہ  سر  آپ  پر  گیا  ہوں  میں ,جون ایلیا,,
عجب  الزام  ہوں  زمانے  کا  کہ  یہاں  سب  کے  سر  گیا  ہوں  میں ,جون ایلیا,,
کبھی  خود  تک  پہنچ  نہیں  پایا  جب  کہ  واں  عمر  بھر  گیا  ہوں  میں ,جون ایلیا,,
تم  سے  جاناں  ملا  ہوں  جس  دن  سے  بے  طرح  خود  سے  ڈر  گیا  ہوں  میں ,جون ایلیا,,
کوئے  جاناں  میں  سوگ  برپا  ہے  کہ  اچانک  سدھر  گیا  ہوں  میں ,جون ایلیا,,
ایک  ہی  مژدہ  صبح  لاتی  ہے  دھوپ  آنگن  میں  پھیل  جاتی  ہے ,جون ایلیا,,
رنگ  موسم  ہے  اور  باد  صبا  شہر  کوچوں  میں  خاک  اڑاتی  ہے ,جون ایلیا,,
فرش  پر  کاغذ  اڑتے  پھرتے  ہیں  میز  پر  گرد  جمتی  جاتی  ہے ,جون ایلیا,,
سوچتا  ہوں  کہ  اس  کی  یاد  آخر  اب  کسے  رات  بھر  جگاتی  ہے ,جون ایلیا,,
میں  بھی  اذن  نوا  گری  چاہوں  بے  دلی  بھی  تو  لب  ہلاتی  ہے ,جون ایلیا,,
سو  گئے  پیڑ  جاگ  اٹھی  خوشبو  زندگی  خواب  کیوں  دکھاتی  ہے ,جون ایلیا,,
اس  سراپا  وفا  کی  فرقت  میں  خواہش  غیر  کیوں  ستاتی  ہے ,جون ایلیا,,
آپ  اپنے  سے  ہم  سخن  رہنا  ہم  نشیں  سانس  پھول  جاتی  ہے ,جون ایلیا,,
کیا  ستم  ہے  کہ  اب  تری  صورت  غور  کرنے  پہ  یاد  آتی  ہے ,جون ایلیا,,
کون  اس  گھر  کی  دیکھ  بھال  کرے  روز  اک  چیز  ٹوٹ  جاتی  ہے ,جون ایلیا,,
ابھی  اک  شور  سا  اٹھا  ہے  کہیں  کوئی  خاموش  ہو  گیا  ہے  کہیں ,جون ایلیا,,
ہے  کچھ  ایسا  کہ  جیسے  یہ  سب  کچھ  اس  سے  پہلے  بھی  ہو  چکا  ہے  کہیں ,جون ایلیا,,
تجھ  کو  کیا  ہو  گیا  کہ  چیزوں  کو  کہیں  رکھتا  ہے  ڈھونڈھتا  ہے  کہیں ,جون ایلیا,,
جو  یہاں  سے  کہیں  نہ  جاتا  تھا  وہ  یہاں  سے  چلا  گیا  ہے  کہیں ,جون ایلیا,,
آج  شمشان  کی  سی  بو  ہے  یہاں  کیا  کوئی  جسم  جل  رہا  ہے  کہیں ,جون ایلیا,,
ہم  کسی  کے  نہیں  جہاں  کے  سوا  ایسی  وہ  خاص  بات  کیا  ہے  کہیں ,جون ایلیا,,
تو  مجھے  ڈھونڈ  میں  تجھے  ڈھونڈوں  کوئی  ہم  میں  سے  رہ  گیا  ہے  کہیں ,جون ایلیا,,
کتنی  وحشت  ہے  درمیان  ہجوم  جس  کو  دیکھو  گیا  ہوا  ہے  کہیں ,جون ایلیا,,
میں  تو  اب  شہر  میں  کہیں  بھی  نہیں  کیا  مرا  نام  بھی  لکھا  ہے  کہیں ,جون ایلیا,,
اسی  کمرے  سے  کوئی  ہو  کے  وداع  اسی  کمرے  میں  چھپ  گیا  ہے  کہیں ,جون ایلیا,,
مل  کے  ہر  شخص  سے  ہوا  محسوس  مجھ  سے  یہ  شخص  مل  چکا  ہے  کہیں ,جون ایلیا,,
تم  حقیقت  نہیں  ہو  حسرت  ہو  جو  ملے  خواب  میں  وہ  دولت  ہو ,جون ایلیا,,
میں  تمہارے  ہی  دم  سے  زندہ  ہوں  مر  ہی  جاؤں  جو  تم  سے  فرصت  ہو ,جون ایلیا,,
تم  ہو  خوشبو  کے  خواب  کی  خوشبو  اور  اتنی  ہی  بے  مروت  ہو ,جون ایلیا,,
تم  ہو  پہلو  میں  پر  قرار  نہیں  یعنی  ایسا  ہے  جیسے  فرقت  ہو ,جون ایلیا,,
تم  ہو  انگڑائی  رنگ  و  نکہت  کی  کیسے  انگڑائی  سے  شکایت  ہو ,جون ایلیا,,
کس  طرح  چھوڑ  دوں  تمہیں  جاناں  تم  مری  زندگی  کی  عادت  ہو ,جون ایلیا,,
کس  لئے  دیکھتی  ہو  آئینہ  تم  تو  خود  سے  بھی  خوبصورت  ہو ,جون ایلیا,,
داستاں  ختم  ہونے  والی  ہے  تم  مری  آخری  محبت  ہو ,جون ایلیا,,
بہت  دل  کو  کشادہ  کر  لیا  کیا  زمانے  بھر  سے  وعدہ  کر  لیا  کیا ,جون ایلیا,,
تو  کیا  سچ  مچ  جدائی  مجھ  سے  کر  لی  تو  خود  اپنے  کو  آدھا  کر  لیا  کیا ,جون ایلیا,,
ہنر  مندی  سے  اپنی  دل  کا  صفحہ  مری  جاں  تم  نے  سادہ  کر  لیا  کیا ,جون ایلیا,,
جو  یکسر  جان  ہے  اس  کے  بدن  سے  کہو  کچھ  استفادہ  کر  لیا  کیا ,جون ایلیا,,
بہت  کترا  رہے  ہو  مغبچوں  سے  گناہ  ترک  بادہ  کر  لیا  کیا ,جون ایلیا,,
یہاں  کے  لوگ  کب  کے  جا  چکے  ہیں  سفر  جادہ  بہ  جادہ  کر  لیا  کیا ,جون ایلیا,,
اٹھایا  اک  قدم  تو  نے  نہ  اس  تک  بہت  اپنے  کو  ماندہ  کر  لیا  کیا ,جون ایلیا,,
تم  اپنی  کج  کلاہی  ہار  بیٹھیں  بدن  کو  بے  لبادہ  کر  لیا  کیا ,جون ایلیا,,
بہت  نزدیک  آتی  جا  رہی  ہو  بچھڑنے  کا  ارادہ  کر  لیا  کیا ,جون ایلیا,,
سینہ  دہک  رہا  ہو  تو  کیا  چپ  رہے  کوئی  کیوں  چیخ  چیخ  کر  نہ  گلا  چھیل  لے  کوئی ,جون ایلیا,,
ثابت  ہوا  سکون  دل  و  جاں  کہیں  نہیں  رشتوں  میں  ڈھونڈھتا  ہے  تو  ڈھونڈا  کرے  کوئی ,جون ایلیا,,
ترک  تعلقات  کوئی  مسئلہ  نہیں  یہ  تو  وہ  راستہ  ہے  کہ  بس  چل  پڑے  کوئی ,جون ایلیا,,
دیوار  جانتا  تھا  جسے  میں  وہ  دھول  تھی  اب  مجھ  کو  اعتماد  کی  دعوت  نہ  دے  کوئی ,جون ایلیا,,
میں  خود  یہ  چاہتا  ہوں  کہ  حالات  ہوں  خراب  میرے  خلاف  زہر  اگلتا  پھرے  کوئی ,جون ایلیا,,
اے  شخص  اب  تو  مجھ  کو  سبھی  کچھ  قبول  ہے  یہ  بھی  قبول  ہے  کہ  تجھے  چھین  لے  کوئی ,جون ایلیا,,
ہاں  ٹھیک  ہے  میں  اپنی  انا  کا  مریض  ہوں  آخر  مرے  مزاج  میں  کیوں  دخل  دے  کوئی ,جون ایلیا,,
اک  شخص  کر  رہا  ہے  ابھی  تک  وفا  کا  ذکر  کاش  اس  زباں  دراز  کا  منہ  نوچ  لے  کوئی ,جون ایلیا,,
بڑا  احسان  ہم  فرما  رہے  ہیں  کہ  ان  کے  خط  انہیں  لوٹا  رہے  ہیں ,جون ایلیا,,
نہیں  ترک  محبت  پر  وہ  راضی  قیامت  ہے  کہ  ہم  سمجھا  رہے  ہیں ,جون ایلیا,,
یقیں  کا  راستہ  طے  کرنے  والے  بہت  تیزی  سے  واپس  آ  رہے  ہیں ,جون ایلیا,,
یہ  مت  بھولو  کہ  یہ  لمحات  ہم  کو  بچھڑنے  کے  لیے  ملوا  رہے  ہیں ,جون ایلیا,,
تعجب  ہے  کہ  عشق  و  عاشقی  سے  ابھی  کچھ  لوگ  دھوکا  کھا  رہے  ہیں ,جون ایلیا,,
تمہیں  چاہیں  گے  جب  چھن  جاؤ  گی  تم  ابھی  ہم  تم  کو  ارزاں  پا  رہے  ہیں ,جون ایلیا,,
کسی  صورت  انہیں  نفرت  ہو  ہم  سے  ہم  اپنے  عیب  خود  گنوا  رہے  ہیں ,جون ایلیا,,
وہ  پاگل  مست  ہے  اپنی  وفا  میں  مری  آنکھوں  میں  آنسو  آ  رہے  ہیں ,جون ایلیا,,
دلیلوں  سے  اسے  قائل  کیا  تھا  دلیلیں  دے  کے  اب  پچھتا  رہے  ہیں ,جون ایلیا,,
تری  بانہوں  سے  ہجرت  کرنے  والے  نئے  ماحول  میں  گھبرا  رہے  ہیں ,جون ایلیا,,
یہ  جذب  عشق  ہے  یا  جذبۂ  رحم  ترے  آنسو  مجھے  رلوا  رہے  ہیں ,جون ایلیا,,
عجب  کچھ  ربط  ہے  تم  سے  کہ  تم  کو  ہم  اپنا  جان  کر  ٹھکرا  رہے  ہیں ,جون ایلیا,,
وفا  کی  یادگاریں  تک  نہ  ہوں  گی  مری  جاں  بس  کوئی  دن  جا  رہے  ہیں ,جون ایلیا,,
ضبط  کر  کے  ہنسی  کو  بھول  گیا  میں  تو  اس  زخم  ہی  کو  بھول  گیا ,جون ایلیا,,
ذات  در  ذات  ہم  سفر  رہ  کر  اجنبی  اجنبی  کو  بھول  گیا ,جون ایلیا,,
صبح  تک  وجہ  جاں  کنی  تھی  جو  بات  میں  اسے  شام  ہی  کو  بھول  گیا ,جون ایلیا,,
عہد  وابستگی  گزار  کے  میں  وجہ  وابستگی  کو  بھول  گیا ,جون ایلیا,,
سب  دلیلیں  تو  مجھ  کو  یاد  رہیں  بحث  کیا  تھی  اسی  کو  بھول  گیا ,جون ایلیا,,
کیوں  نہ  ہو  ناز  اس  ذہانت  پر  ایک  میں  ہر  کسی  کو  بھول  گیا ,جون ایلیا,,
سب  سے  پر  امن  واقعہ  یہ  ہے  آدمی  آدمی  کو  بھول  گیا ,جون ایلیا,,
قہقہہ  مارتے  ہی  دیوانہ  ہر  غم  زندگی  کو  بھول  گیا ,جون ایلیا,,
خواب  ہا  خواب  جس  کو  چاہا  تھا  رنگ  ہا  رنگ  اسی  کو  بھول  گیا ,جون ایلیا,,
کیا  قیامت  ہوئی  اگر  اک  شخص  اپنی  خوش  قسمتی  کو  بھول  گیا ,جون ایلیا,,
سوچ  کر  اس  کی  خلوت  انجمنی  واں  میں  اپنی  کمی  کو  بھول  گیا ,جون ایلیا,,
سب  برے  مجھ  کو  یاد  رہتے  ہیں  جو  بھلا  تھا  اسی  کو  بھول  گیا ,جون ایلیا,,
ان  سے  وعدہ  تو  کر  لیا  لیکن  اپنی  کم  فرصتی  کو  بھول  گیا ,جون ایلیا,,
بستیو  اب  تو  راستہ  دے  دو  اب  تو  میں  اس  گلی  کو  بھول  گیا ,جون ایلیا,,
اس  نے  گویا  مجھی  کو  یاد  رکھا  میں  بھی  گویا  اسی  کو  بھول  گیا ,جون ایلیا,,
یعنی  تم  وہ  ہو  واقعی؟  حد  ہے  میں  تو  سچ  مچ  سبھی  کو  بھول  گیا ,جون ایلیا,,
آخری  بت  خدا  نہ  کیوں  ٹھہرے  بت  شکن  بت  گری  کو  بھول  گیا ,جون ایلیا,,
اب  تو  ہر  بات  یاد  رہتی  ہے  غالباً  میں  کسی  کو  بھول  گیا ,جون ایلیا,,
اس  کی  خوشیوں  سے  جلنے  والا  جونؔ  اپنی  ایذا  دہی  کو  بھول  گیا ,جون ایلیا,,
آدمی  وقت  پر  گیا  ہوگا  وقت  پہلے  گزر  گیا  ہوگا ,جون ایلیا,,
وہ  ہماری  طرف  نہ  دیکھ  کے  بھی  کوئی  احسان  دھر  گیا  ہوگا ,جون ایلیا,,
خود  سے  مایوس  ہو  کے  بیٹھا  ہوں  آج  ہر  شخص  مر  گیا  ہوگا ,جون ایلیا,,
شام  تیرے  دیار  میں  آخر  کوئی  تو  اپنے  گھر  گیا  ہوگا ,جون ایلیا,,
مرہم  ہجر  تھا  عجب  اکسیر  اب  تو  ہر  زخم  بھر  گیا  ہوگا ,جون ایلیا,,
کس  سے  اظہار  مدعا  کیجے  آپ  ملتے  نہیں  ہیں  کیا  کیجے ,جون ایلیا,,
ہو  نہ  پایا  یہ  فیصلہ  اب  تک  آپ  کیجے  تو  کیا  کیا  کیجے ,جون ایلیا,,
آپ  تھے  جس  کے  چارہ  گر  وہ  جواں  سخت  بیمار  ہے  دعا  کیجے ,جون ایلیا,,
